,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip
82,71377015,,,12/12/22(Mon)22:38:31,Anonymous,,Anyone else happy when they wake up knowing that most of the suicides that happend yesterday were by white males? <br><br><br>https://www.brgeneral.org/news-blog<wbr>/2021/july/men-and-suicide-why-are-<wbr>white-men-most-at-risk-/<br><br>https://afsp.org/suicide-statistics<wbr>/<br><br>https://www.prb.org/resources/elder<wbr>ly-white-men-afflicted-by-high-suic<wbr>ide-rates/<br><br>Global Patterns of Linkage Disequilibrium at the CD4 Locus and Modern Human Origins<br>https://www.science.org/doi/10.1126<wbr>/science.271.5254.1380<br>https://www.eva.mpg.de/documents/AA<wbr>AS/Tishkoff_Global_Science_1996_210<wbr>9918.pdf,1669015794913250,.jpg,815,940,216,250,1670902711390181,1670902711,0vQgZ+G7B3Dhr/xr6xxbPQ==,105709,0,,anyone-else-happy-when-they-wake-up-knowing-that,0,45,16,"[{'no': 71380422, 'now': '12/13/22(Tue)05:33:10', 'name': 'Anonymous', 'com': '<a href=""#p71380374"" class=""quotelink"">&gt;&gt;71380374</a><br>That doesn&#039;t negate what he said lel your grandma died for nothing<br><a href=""#p71380383"" class=""quotelink"">&gt;&gt;71380383</a><br>Keep coping White male suicide will always be considered a good thing to all of society', 'filename': 'no thanks', 'ext': '.webm', 'w': 576, 'h': 1024, 'tn_w': 70, 'tn_h': 125, 'tim': 1670927590100819, 'time': 1670927590, 'md5': '4g9zXyfDXkmRbIW/U93KbQ==', 'fsize': 741970, 'resto': 71377015}, {'no': 71380427, 'now': '12/13/22(Tue)05:33:42', 'name': 'Anonymous', 'com': '<a href=""#p71380422"" class=""quotelink"">&gt;&gt;71380422</a><br><span class=""quote"">&gt;bro, my porn addiction is actually reality, bro.</span>', 'time': 1670927622, 'resto': 71377015}, {'no': 71380581, 'now': '12/13/22(Tue)05:54:56', 'name': 'Anonymous', 'com': '<a href=""#p71380427"" class=""quotelink"">&gt;&gt;71380427</a><br>Cope more<br><br>Also your grandparents are rolling in their graves lel', 'filename': 'Cope', 'ext': '.gif', 'w': 361, 'h': 640, 'tn_w': 70, 'tn_h': 125, 'tim': 1670928896838632, 'time': 1670928896, 'md5': 'YN0OHQoJa88XCf6o98RGCA==', 'fsize': 332491, 'resto': 71377015}, {'no': 71380622, 'now': '12/13/22(Tue)05:59:24', 'name': 'Anonymous', 'com': '<a href=""#p71380581"" class=""quotelink"">&gt;&gt;71380581</a><br>projection mode: on. sorry for your loss.', 'time': 1670929164, 'resto': 71377015}, {'no': 71380688, 'now': '12/13/22(Tue)06:10:31', 'name': 'Anonymous', 'com': '<a href=""#p71378635"" class=""quotelink"">&gt;&gt;71378635</a><br><span class=""quote"">&gt;thanks to their online behavior</span><br>many of them aren&#039;t even white they are some mix race or mixed species mutants and many are plain jewish but whites can be niggers too and often are the way they hate anything that isn&#039;t fitting in their tiny brains then circle jerk', 'time': 1670929831, 'resto': 71377015}]",1670929831,0.0,0.0,40.0,14.0,
83,71380428,,,12/13/22(Tue)05:33:49,Anonymous,femanons,"why is it that when us unnattractive men try to talk to you females in public is always like talking to a wall? im literally not interested in you, im just asking you a fucking question, for example if i ask a female walmart employee a question etc like &quot;where is something&quot;. im not after your fucking stinky pussy just behave like a fucking human being.",cringe gif,.gif,280,280,250,250,1670927629142321,1670927629,xzp8bDUejiMqxrALZbAd2Q==,455892,0,,femanons,0,6,0,"[{'no': 71380457, 'now': '12/13/22(Tue)05:37:41', 'name': 'Anonymous', 'com': '<a href=""#p71380445"" class=""quotelink"">&gt;&gt;71380445</a><br>what makes talking to you any different than me talking to a man.', 'time': 1670927861, 'resto': 71380428}, {'no': 71380490, 'now': '12/13/22(Tue)05:42:57', 'name': 'Anonymous', 'com': '<a href=""#p71380428"" class=""quotelink"">&gt;&gt;71380428</a><br>go ask other men scrote', 'time': 1670928177, 'resto': 71380428}, {'no': 71380498, 'now': '12/13/22(Tue)05:44:22', 'name': 'Anonymous', 'com': '<a href=""#p71380457"" class=""quotelink"">&gt;&gt;71380457</a><br><span class=""quote"">&gt;what makes talking to you any different than me talking to a man.</span><br>Because men are less than women, and you shouldn&#039;t speak to women without first being spoken to nor should you meet them in the eye. You should know your place', 'time': 1670928262, 'resto': 71380428}, {'no': 71380510, 'now': '12/13/22(Tue)05:46:21', 'name': 'Anonymous', 'com': '<a href=""#p71380490"" class=""quotelink"">&gt;&gt;71380490</a><br>Stop working then.', 'time': 1670928381, 'resto': 71380428}, {'no': 71380669, 'now': '12/13/22(Tue)06:06:48', 'name': 'Anonymous', 'com': '<a href=""#p71380445"" class=""quotelink"">&gt;&gt;71380445</a><br><a href=""#p71380490"" class=""quotelink"">&gt;&gt;71380490</a><br>Kek, leave him alone. The poor guy is nice enough and has the right not be treated like his mate existence is an affront to God. <br><br><a href=""#p71380428"" class=""quotelink"">&gt;&gt;71380428</a><br>OP, some people, especially younger people in retail or service jobs, can just be a bit awkward and come off as rude, don&#039;t worry about it, just be humble and polite and continue to treat other people how you want to be treated.', 'time': 1670929608, 'resto': 71380428}]",1670929608,0.0,0.0,1.0,0.0,
84,71380625,,,12/13/22(Tue)05:59:49,Anonymous,i like cock,im not gay but i love cock it looks so good i wish i could suck one or get fucked by a cock i wish i could tell everyone but then ill be called a fag,B8D066A7-BF57-4EAB-8532-6B2ECD679F10,.jpg,750,762,246,250,1670929189636383,1670929189,d3MHl4K/E2A+x5D+6y3UcQ==,173978,0,,i-like-cock,0,2,0,"[{'no': 71380644, 'now': '12/13/22(Tue)06:02:44', 'name': 'Anonymous', 'com': '<a href=""#p71380625"" class=""quotelink"">&gt;&gt;71380625</a><br>That sounds gay though anon', 'time': 1670929364, 'resto': 71380625}, {'no': 71380647, 'now': '12/13/22(Tue)06:03:15', 'name': 'Anonymous', 'com': '<a href=""#p71380625"" class=""quotelink"">&gt;&gt;71380625</a><br><span class=""quote"">&gt;im not gay but i love cock</span><br>Really fires up the neurons', 'time': 1670929395, 'resto': 71380625}]",1670929395,0.0,0.0,,,
85,71380534,,,12/13/22(Tue)05:48:50,Anonymous,,"<span class=""quote"">&gt;2022</span><br><span class=""quote"">&gt;straight men still exist</span><br>why would you want to date a female<br>take the boypill, become a twink and date a twink",1670926088881649,.png,1080,720,250,166,1670928530954988,1670928530,c/1LcU8NLBUwr3QFQ0THrQ==,389737,0,,2022,0,9,3,"[{'no': 71380580, 'now': '12/13/22(Tue)05:54:47', 'name': 'Anonymous', 'com': '<a href=""#p71380558"" class=""quotelink"">&gt;&gt;71380558</a><br><span class=""quote"">&gt;Author of American Psychois a gay man</span><br>It&#039;s over', 'time': 1670928887, 'resto': 71380534}, {'no': 71380586, 'now': '12/13/22(Tue)05:55:18', 'name': 'Anonymous', 'com': '<a href=""#p71380578"" class=""quotelink"">&gt;&gt;71380578</a><br>I want to have gay butt sex with him', 'filename': '590fda4e2e5d8f9b1db12bf69a755789', 'ext': '.jpg', 'w': 980, 'h': 1470, 'tn_w': 83, 'tn_h': 125, 'tim': 1670928918923182, 'time': 1670928918, 'md5': 'ZLclh4dcYttj0HYBPXd5Pg==', 'fsize': 208369, 'resto': 71380534}, {'no': 71380592, 'now': '12/13/22(Tue)05:56:39', 'name': 'Anonymous', 'com': '<a href=""#p71380580"" class=""quotelink"">&gt;&gt;71380580</a><br><span class=""quote"">&gt;&gt;Author of American Psychois a gay man</span><br><span class=""quote"">&gt;It&#039;s over</span><br>It&#039;s actually a satirization of hypermasculinity, which went over your retarded head', 'time': 1670928999, 'resto': 71380534}, {'no': 71380610, 'now': '12/13/22(Tue)05:58:45', 'name': 'Anonymous', 'com': '<a href=""#p71380592"" class=""quotelink"">&gt;&gt;71380592</a><br>Bateman is sexy though however', 'time': 1670929125, 'resto': 71380534}, {'no': 71380646, 'now': '12/13/22(Tue)06:03:01', 'name': 'Anonymous', 'com': '<a href=""#p71380592"" class=""quotelink"">&gt;&gt;71380592</a><br>It&#039;s a satirization of consumerist yuppie culture, retard zoom-zoom. The sigma memes came later.', 'time': 1670929381, 'resto': 71380534}]",1670929381,0.0,0.0,4.0,2.0,
86,71379716,,,12/13/22(Tue)03:46:27,Anonymous,,"I can&#039;t stand women.<br>It has got to the point where even seeing a woman makes me want to kill myself.<br>I can&#039;t stand living in this world.<br><br>We all know that personality doesn&#039;t matter, but I can never get that out of my head.<br>In all aspects of my life I am a failure, and I never had a chance from the start.<br>I was born ugly, I may as well have not been born at all.<br><br>The funny thing is that I had initially died upon birth, but due to the era I was born in, I was revived.<br>If I had been born even just a few years sooner, I would have just died upon exiting my mother.<br>and all in all, that would have been the better outcome than the life I was forced to live instead.<br><br>I don&#039;t find conventionally attractive women attractive in the slightest, infact I&#039;d barely consider them human.<br>When I see a woman wearing pounds of makeup with giant lips and that weird angular face it makes me sick.<br><br>Though, funny enough, I get even more sick, and suicidal, when I see a plain nerdy woman. <br>Just knowing that I will never be in a position to receive any affection from them, or anybody else.<br>Not being loved as a child probably pushed me in this direction, but the world would have rejected ugly &#039;ol me even if my mother loved me ha.<br><br>I had hope as a child and teen, I never thought I&#039;d actually reach this point where I&#039;m horrified to even see other people let alone speak to them.<br>But I can talk here with my frens, so, how is your day going?",Sato-San,.jpg,190,266,178,250,1670921187463262,1670921187,ZNbTN6caaEyoT9y+YSkujA==,6789,0,,i-cant-stand-women,0,10,2,"[{'no': 71379972, 'now': '12/13/22(Tue)04:24:26', 'name': 'Anonymous', 'com': '<a href=""#p71379942"" class=""quotelink"">&gt;&gt;71379942</a><br><span class=""quote"">&gt;because their lives are so foreign from anything I&#039;m familiar with. The way their minds work is incomprehensible to me.</span><br>same', 'time': 1670923466, 'resto': 71379716}, {'no': 71379991, 'now': '12/13/22(Tue)04:26:30', 'name': 'Anonymous', 'com': '<a href=""#p71379970"" class=""quotelink"">&gt;&gt;71379970</a><br><span class=""quote"">&gt;(although I must acknowledge it is formatted well)</span><br>Thank you fren!<br>This is why I still come to this site after 10 years. <br>You are my frens!', 'filename': '1614153464899', 'ext': '.gif', 'w': 208, 'h': 292, 'tn_w': 89, 'tn_h': 125, 'tim': 1670923590853582, 'time': 1670923590, 'md5': 'n0TbPS1OrJ/QYuBoZ9TVOA==', 'fsize': 128878, 'resto': 71379716}, {'no': 71380023, 'now': '12/13/22(Tue)04:32:24', 'name': 'Anonymous', 'com': '<a href=""#p71379716"" class=""quotelink"">&gt;&gt;71379716</a><br>I like women, at least partly most of them, there are A LOT of bad women though, whom I despise, but same with men.<br>There is already enough of hate in this world, pouring gasoline on the fire doesn&#039;t help anyone, and it definitely doesn&#039;t help me at all.', 'time': 1670923944, 'resto': 71379716}, {'no': 71380035, 'now': '12/13/22(Tue)04:33:40', 'name': 'Anonymous', 'com': 'women above the ages of 16 disgust me. this is like a literal feeling i&#039;ve felt IRL.<br><br><span class=""quote"">&gt;have female coworkers</span><br><span class=""quote"">&gt;don&#039;t know their age</span><br><span class=""quote"">&gt;they don&#039;t disgust me</span><br><span class=""quote"">&gt;find out later they&#039;re teenagers</span><br><span class=""quote"">&gt;disgusted to the core by every other female that works there because they&#039;re obese, look like leather hand bags, smoke, are unfriendly or sound like men or all of the </span><br><br>why is it only dudes can casually say whats up to you or introduce themselves? why can&#039;t women do this also? women are fucking stunted socially and are all catty retards when it comes down to it. their confidence straight plummets the moment alphas enter the room and start bantering amongst each other.', 'time': 1670924020, 'resto': 71379716}, {'no': 71380645, 'now': '12/13/22(Tue)06:02:57', 'name': 'Anonymous', 'com': '<a href=""#p71379716"" class=""quotelink"">&gt;&gt;71379716</a><br>you should just commit suicide if one-half of the population makes you suicidal', 'time': 1670929377, 'resto': 71379716}]",1670929377,0.0,0.0,5.0,1.0,
87,71377190,,,12/12/22(Mon)22:53:55,Anonymous,,I suck at my favorite video game. I don&#039;t think I&#039;ll ever be a top player,1631297179039,.jpg,728,449,250,154,1670903635015035,1670903635,VYtE2u3eT8fpR2qmoHNJ8Q==,51253,0,,i-suck-at-my-favorite-video-game-i-dont-think-ill,0,28,2,"[{'no': 71379753, 'now': '12/13/22(Tue)03:51:42', 'name': 'Anonymous', 'com': '<a href=""#p71379691"" class=""quotelink"">&gt;&gt;71379691</a><br>I&#039;m not you though. I&#039;m sure you can&#039;t do some thing I can do. The boss battle is ridiculous you really don&#039;t remember it? There are so many parts to it it&#039;s insane', 'time': 1670921502, 'resto': 71377190}, {'no': 71379909, 'now': '12/13/22(Tue)04:11:46', 'name': 'Anonymous', 'com': '<a href=""#p71379753"" class=""quotelink"">&gt;&gt;71379753</a><br>IIRC it&#039;s train &gt; top of train &gt; final boss stage 1 &gt; final boss stage 2. Don&#039;t remember if there&#039;s any checkpoints. It is a bit long, but none of those parts stand out to me as particularly difficult. Mind you, it&#039;s been over 6 years since I last replayed that so I might be forgetting something.', 'time': 1670922706, 'resto': 71377190}, {'no': 71379923, 'now': '12/13/22(Tue)04:14:20', 'name': 'Anonymous', 'com': '<a href=""#p71379740"" class=""quotelink"">&gt;&gt;71379740</a><br>What&#039;s your favorite game? The implication, I assume, is that it no longer exists.', 'time': 1670922860, 'resto': 71377190}, {'no': 71379945, 'now': '12/13/22(Tue)04:18:24', 'name': 'Anonymous', 'com': '<a href=""#p71377568"" class=""quotelink"">&gt;&gt;71377568</a><br>why is pepe smoking the very essence of wojak?', 'time': 1670923104, 'resto': 71377190}, {'no': 71380631, 'now': '12/13/22(Tue)06:00:32', 'name': 'Anonymous', 'com': '<a href=""#p71379923"" class=""quotelink"">&gt;&gt;71379923</a><br>A Minecraft gamemode called Conquest on the server GommeHD.net. good times', 'time': 1670929232, 'resto': 71377190}]",1670929232,0.0,0.0,23.0,2.0,
88,71380628,,,12/13/22(Tue)06:00:01,Anonymous,,"<span class=""quote"">&gt;tfw wake up from a dream set in my hs 15 years old era 20 years ago</span>",fbc88c5748884fe1c110a9273e239db4,.gif,480,204,250,106,1670929201090469,1670929201,Zg7paLI+JSG8QpeWrgpuGA==,1590945,0,,tfw-wake-up-from-a-dream-set-in-my-hs-15-years,0,0,0,,1670929201,0.0,0.0,,,
89,71375681,,,12/12/22(Mon)20:34:14,Anonymous,,where do good people come from?,arthur hughes ophelia,.jpg,1024,869,250,212,1670895254199337,1670895254,R3HaO6qYbi1MHETzKz80VA==,309424,0,,where-do-good-people-come-from,0,39,11,"[{'no': 71380546, 'now': '12/13/22(Tue)05:50:27', 'name': 'Anonymous', 'com': 'i&#039;m still mostly an atheist tho', 'time': 1670928627, 'resto': 71375681}, {'no': 71380549, 'now': '12/13/22(Tue)05:50:41', 'name': 'Anonymous', 'com': 'I&#039;m an atheist so now what.', 'time': 1670928641, 'resto': 71375681}, {'no': 71380566, 'now': '12/13/22(Tue)05:52:47', 'name': 'Anonymous', 'com': '<a href=""#p71380549"" class=""quotelink"">&gt;&gt;71380549</a><br>that&#039;s cool, when i say i&#039;m a fan of jesus i really just mean kindness understanding, and compassion, i kinda haven&#039;t read most of the bible lol', 'time': 1670928767, 'resto': 71375681}, {'no': 71380583, 'now': '12/13/22(Tue)05:55:03', 'name': 'Anonymous', 'com': 'also this guy i was talking to was able to convince me of like some spirituality stuff, idk if i believe it now, but it seemed pretty believeable and he had a near death experience', 'time': 1670928903, 'resto': 71375681}, {'no': 71380603, 'now': '12/13/22(Tue)05:57:51', 'name': 'Anonymous', 'com': 'yeah man some dude had a near death experience so god is real lmao', 'time': 1670929071, 'resto': 71375681}]",1670929071,0.0,0.0,34.0,11.0,
90,71377139,,,12/12/22(Mon)22:49:28,Anonymous,,"Imagine being tHe rIChEst mAn iN tHE w0rLd, and spending $44 billion dollars to become a groyper troll on social media, make pronoun jokes and wanting to prosecute scientists, while getting booed as you cringe-dance onstage.",1670901746330033m,.jpg,435,1024,106,250,1670903368117096,1670903368,W5zgvyhXyQL0MZG+8FGPaQ==,96285,0,,imagine-being-the-richest-man-in-the-w0rld-and,0,35,3,"[{'no': 71380066, 'now': '12/13/22(Tue)04:38:49', 'name': 'Anonymous', 'com': '<a href=""#p71379480"" class=""quotelink"">&gt;&gt;71379480</a><br>The reasoning behind all of this is not in wealth and boredom, it&#039;s a political power kind of thing. Musk used to be a mascot for the current scientism regime and one of it&#039;s transhumanist bishops. This is why unlike Bezos he had a status of a cool billionaire. Something appears to have happened a few years ago that drove a divide between him and the Democratic regime. He moved Tesla from Cali and started tweeting dissident stuff. His buying of twitter is a vengeance against the Democratic regime.', 'time': 1670924329, 'resto': 71377139}, {'no': 71380086, 'now': '12/13/22(Tue)04:41:12', 'name': 'Anonymous', 'com': '<a href=""#p71379480"" class=""quotelink"">&gt;&gt;71379480</a><br>i already don&#039;t want any material object. if my PC is operating, then i literally will not buy any material whatsoever that doesn&#039;t serve a function and i&#039;m sure there&#039;s 99999999 guys identical to me, if not even more disciplined than i am.<br>this whole money thing is a game, it&#039;s not just him.', 'time': 1670924472, 'resto': 71377139}, {'no': 71380315, 'now': '12/13/22(Tue)05:13:23', 'name': 'Anonymous', 'com': '<a href=""#p71380066"" class=""quotelink"">&gt;&gt;71380066</a><br>its because they turned his son into a tranny faggot', 'time': 1670926403, 'resto': 71377139}, {'no': 71380352, 'now': '12/13/22(Tue)05:20:18', 'name': 'Anonymous', 'com': '<a href=""#p71377246"" class=""quotelink"">&gt;&gt;71377246</a><br>This<br><a href=""#p71377270"" class=""quotelink"">&gt;&gt;71377270</a><br><a href=""#p71377302"" class=""quotelink"">&gt;&gt;71377302</a><br>This too. I would also make it 1337speak based. Much harder to come here and troll/shill if you have to encode/decode everything in order to communicate without standing out.', 'time': 1670926818, 'resto': 71377139}, {'no': 71380591, 'now': '12/13/22(Tue)05:55:54', 'name': 'Anonymous', 'com': '<a href=""#p71380315"" class=""quotelink"">&gt;&gt;71380315</a><br>They did? How did he not have any input in it?<br>I don&#039;t follow any celebrity horseshit so IDK', 'time': 1670928954, 'resto': 71377139}]",1670928954,0.0,0.0,30.0,3.0,
91,71379176,,,12/13/22(Tue)02:28:46,Anonymous,Love,Is true love real?,EXyWfcdU4AEq_Ar.jpg_small,.jpg,480,480,250,250,1670916526926042,1670916526,xbxK5k2Y1FkUPIqJ0eReHA==,41370,0,,love,0,20,2,"[{'no': 71379944, 'now': '12/13/22(Tue)04:18:20', 'name': 'Anonymous', 'com': 'I have a huge tarzan/lost man fetish. I wish I was like Jane out in the jungle and I could encounter a wild man. He&#039;s ripped from all the vine swinging and he&#039;s fucking cut and his giant dong swings around heavily under his loincloth. Why does he wear the loincloth he doesn&#039;t even have human parents who cares. He is a gentleman he doesn&#039;t immediately go for the rapey poke he has the curiosity of a child he just wants to learn what I am, I&#039;m a naked ape like him but a woman? What?? I&#039;m glad to show him, we have fun swinging around and running around the mossy forest and we jump in the water and splash around and lay on the hot warm grass afterwards chests heaving and wet and he smiles at me in his retarded feral way and I nuzzle up to him and his instincts activate and he starts hesitantly reciprocating my touch, I put my hand on his, which is large tan and calloused and I move it over my pale and soft breast and he groans in appreciation and I feel his muscled taut and sweaty jungle body shiver against me and I know he wants to unga bunga me', 'time': 1670923100, 'resto': 71379176}, {'no': 71379959, 'now': '12/13/22(Tue)04:22:04', 'name': 'Anonymous', 'com': '<a href=""#p71379944"" class=""quotelink"">&gt;&gt;71379944</a><br>Thanks for sharing. Very cool.', 'time': 1670923324, 'resto': 71379176}, {'no': 71379982, 'now': '12/13/22(Tue)04:25:17', 'name': 'Anonymous', 'com': '<a href=""#p71379355"" class=""quotelink"">&gt;&gt;71379355</a><br>Your post made me sad :(', 'time': 1670923517, 'resto': 71379176}, {'no': 71379997, 'now': '12/13/22(Tue)04:28:04', 'name': 'Anonymous', 'com': 'Just know that I love you anon', 'time': 1670923684, 'resto': 71379176}, {'no': 71380571, 'now': '12/13/22(Tue)05:53:33', 'name': 'Anonymous', 'com': '<a href=""#p71379176"" class=""quotelink"">&gt;&gt;71379176</a><br>It can be, but there&#039;s a lot out there that can easily jeopardize it', 'time': 1670928813, 'resto': 71379176}]",1670928813,0.0,0.0,15.0,2.0,
92,71380037,,,12/13/22(Tue)04:33:52,Anonymous,,"You&#039;ve got to admit, AI is getting scarily impressive",chatgpt,.png,709,856,207,250,1670924032112447,1670924032,qmNQTJQQeZNiVPfsN7OTUQ==,79376,0,,youve-got-to-admit-ai-is-getting-scarily,0,5,2,"[{'no': 71380046, 'now': '12/13/22(Tue)04:35:17', 'name': 'Anonymous', 'com': '<a href=""#p71380037"" class=""quotelink"">&gt;&gt;71380037</a><br>It&#039;s kind retarded ngl.', 'filename': 'lol', 'ext': '.jpg', 'w': 1785, 'h': 425, 'tn_w': 125, 'tn_h': 29, 'tim': 1670924117372202, 'time': 1670924117, 'md5': '1VeZVvqTgxx9nhzls+ariQ==', 'fsize': 68535, 'resto': 71380037}, {'no': 71380056, 'now': '12/13/22(Tue)04:36:34', 'name': 'Anonymous', 'com': '<a href=""#p71380037"" class=""quotelink"">&gt;&gt;71380037</a><br>Most mass circulation newspapers write at a grade four level. I haven&#039;t seen it talked about a lot yet, but this really seems like it&#039;s going to put a lot of journos out of a job. If AI can write well enough to plagiarize papers for high schoolers, how could it not replace people who pen articles for even less literate masses?', 'time': 1670924194, 'resto': 71380037}, {'no': 71380057, 'now': '12/13/22(Tue)04:36:40', 'name': 'Anonymous', 'com': 'If the bugbox filter wasn&#039;t applied the AI would&#039;ve said that David ended up ACKing. Shame the technology is intentionally gimped to not hurt fee fees', 'time': 1670924200, 'resto': 71380037}, {'no': 71380423, 'now': '12/13/22(Tue)05:33:12', 'name': 'Anonymous', 'com': 'Highly recommend You Look Like A Thing And I Love You by Janelle Shane if you are interested in this sort of thing. It will put a little bit of a dampener on your excitement and steal some of the magic from it, though.', 'time': 1670927592, 'resto': 71380037}, {'no': 71380569, 'now': '12/13/22(Tue)05:53:10', 'name': 'Anonymous', 'com': '<a href=""#p71380037"" class=""quotelink"">&gt;&gt;71380037</a><br>The story was fairly believable until I reached the last paragraph.', 'filename': 'smugwojak4v2', 'ext': '.png', 'w': 640, 'h': 400, 'tn_w': 125, 'tn_h': 78, 'tim': 1670928790807680, 'time': 1670928790, 'md5': 'J0NX9/Gl3bZ7XJBZNb1XHQ==', 'fsize': 32752, 'resto': 71380037}]",1670928790,0.0,0.0,,,
93,71380430,,,12/13/22(Tue)05:34:00,Anonymous,,https://www.youtube.com/watch?v=GYq<wbr>XJ0lCrog,dolph-ziggler-5,.jpg,900,750,250,208,1670927640483433,1670927640,oPRs6gbdrIp7RsYWjwiTxg==,60112,0,,,0,2,0,"[{'no': 71380547, 'now': '12/13/22(Tue)05:50:28', 'name': 'Anonymous', 'com': '<a href=""#p71380430"" class=""quotelink"">&gt;&gt;71380430</a><br>https://www.youtube.com/watch?v=r5a<wbr>uhl_JHp0', 'time': 1670928628, 'resto': 71380430}, {'no': 71380557, 'now': '12/13/22(Tue)05:51:42', 'name': 'Anonymous', 'com': '<a href=""#p71380430"" class=""quotelink"">&gt;&gt;71380430</a><br><span class=""quote"">&gt;I&#039;M HERE TO SPAM THE BOARD</span><br><span class=""quote"">&gt;I&#039;M HERE TO SPAM THE BOARD</span><br><span class=""quote"">&gt;COME ON</span><br><span class=""quote"">&gt;PEDOMOD</span>', 'time': 1670928702, 'resto': 71380430}]",1670928702,0.0,0.0,,,
94,71380341,,,12/13/22(Tue)05:18:15,Anonymous,,Porn rightly gets blamed for giving people false expectations about sex. But fiction outside of pornography gives people false expectations about everything else.,roman_holiday,.jpg,832,1100,189,250,1670926695485472,1670926695,EeXWiGc1C4YJ0izNcN0usw==,149430,0,,porn-rightly-gets-blamed-for-giving-people-false,0,3,0,"[{'no': 71380363, 'now': '12/13/22(Tue)05:22:41', 'name': 'Anonymous', 'com': '<a href=""#p71380341"" class=""quotelink"">&gt;&gt;71380341</a><br>Only retards, buddy. Anyone with triple figure IQ is able to recognize fiction is, almost by definition, not an accurate bellwether for reality.', 'time': 1670926961, 'resto': 71380341}, {'no': 71380388, 'now': '12/13/22(Tue)05:27:12', 'name': 'Anonymous', 'com': '<a href=""#p71380363"" class=""quotelink"">&gt;&gt;71380363</a><br>Midwit detected. Lack of awareness doesn&#039;t make you unaffected.', 'time': 1670927232, 'resto': 71380341}, {'no': 71380556, 'now': '12/13/22(Tue)05:51:36', 'name': 'Anonymous', 'com': '<a href=""#p71380341"" class=""quotelink"">&gt;&gt;71380341</a><br>It&#039;s absolutely true that fiction is just propaganda for those that fail to recognize it&#039;s all just exaggerations of everyday life. As an example, many women dream that they are going to be swept off of their feet by Prince Charming. I argue that social media and algorithms have had a more detrimental effect on people&#039;s perceptions of the other gender and what life is like than average fiction, though. It&#039;s worth it to look at that area a little more than trying to accuse SFW/average fiction. Especially because relations were<br><br>The difference between normal fiction and porn though is that porn is often tied to an activity that results in an increase of various neurotransmitters with an outward, physical reaction for like half of the world&#039;s population. Average fiction doesn&#039;t typically condition individuals to feel sexual arousal when they see particular things they weren&#039;t attracted to previously. It&#039;s just way different and likely you saw something critiquing porn and felt called out. <br>I do think people who grew up without a stable model for relationships value what they see in average fiction (sorry so repetitive, but porn is literally fictitious) wayyy more than people that grew up seeing an IRL healthy relationships. I believe it&#039;s very unusual and gross to watch your parents have sex (hopefully most agree), so most people have either experienced sex without having any clue what it would look like (could be said for everyone in every situation yahdayahda) or with the expectation that it would resemble porn.', 'time': 1670928696, 'resto': 71380341}]",1670928696,0.0,0.0,,,
95,71380515,,,12/13/22(Tue)05:47:10,MixD,,"<span class=""quote"">&gt;be me</span><br><span class=""quote"">&gt;share opinion on internet forum with vote system</span><br><span class=""quote"">&gt;leave an upvote even on the haters of your takes</span><br><span class=""quote"">&gt;at least they tried to contribute to your discussion</span>",033,.png,800,1023,195,250,1670928430611686,1670928430,sD3hYGHzAGEwBG4gTD6nvQ==,765778,0,,be-me,0,1,1,"[{'no': 71380544, 'now': '12/13/22(Tue)05:50:20', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;be not me</span><br><span class=""quote"">&gt;don&#039;t communicate on internet</span>', 'filename': 'Aims', 'ext': '.png', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1670928620133054, 'time': 1670928620, 'md5': 'eg9zEP0OKRIZP3Xd+ETQKA==', 'fsize': 455743, 'resto': 71380515}]",1670928620,0.0,0.0,,,
